FechaProgramacion,Fabrica,Seccion,Linea,Equipo,TiempoPNP
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PRECALENTADOR,118
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,VAC TRAC ENFRIADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA EMBALADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR CERRADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA CERRADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTACION INGRESO EMBALADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,LLENADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,Llenado Y Embalado / Baby 6 - FLE,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ENFRIADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA CERRADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PALETIZADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR SALIDA ENFRIADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,PRECALENTADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ESTERILIZADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,EMBALADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE ENVASE LLENO,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,BBA DE RECUPERO LLENADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO ETIQUETADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR PALETIZADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO LLEN-CERRADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO ESTERILIZADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,PRENSA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,PRECALENTADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ESTERILIZADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA PAL/DEPAL WALLON,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR MASS CONVEYOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR ENFRIADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENT ENV PALETIZADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO EMBAL-ETIQ,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR LLENADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR ENFRIADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,PRENSA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,PALETIZADOR WALLON,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ETIQUETADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ENGOMADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA ENFRIADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,DETECTOR GAMMA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE CAJAS MARSH,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PRECALENTADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR PALETIZADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTADOR ENVASES VACIO,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO LLEN-CERRADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO ESTERILIZADOR,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA PAL/DEPAL WALLON,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,CERRADORA,16
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR MASS CONVEYOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA CERRADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTACION INGRESO EMBALADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENT ENV PALETIZADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO EMBAL-ETIQ,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA ENFRIADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,DETECTOR GAMMA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE CAJAS MARSH,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,VAC TRAC ENFRIADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR SALIDA ENFRIADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR ENFRIADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR CERRADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR LLENADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR ENFRIADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,PALETIZADOR WALLON,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,LLENADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,Llenado Y Embalado / Baby 6 - FLE,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ETIQUETADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ENGOMADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ENFRIADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,EMBALADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA CERRADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PRECALENTADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PALETIZADOR,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA EMBALADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTADOR ENVASES VACIO,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE ENVASE LLENO,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,CERRADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,BBA DE RECUPERO LLENADORA,75
14/10/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO ETIQUETADORA,75
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR SALIDA ENFRIADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTADOR ENVASES VACIO,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE ENVASE LLENO,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,CERRADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,BBA DE RECUPERO LLENADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO ETIQUETADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR MASS CONVEYOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA CERRADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTACION INGRESO EMBALADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENT ENV PALETIZADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO EMBAL-ETIQ,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA ENFRIADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,DETECTOR GAMMA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE CAJAS MARSH,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,VAC TRAC ENFRIADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA EMBALADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR ENFRIADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR CERRADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR LLENADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR ENFRIADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,PALETIZADOR WALLON,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,LLENADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,Llenado Y Embalado / Baby 6 - FLE,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ETIQUETADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ENGOMADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ENFRIADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,EMBALADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA CERRADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PRECALENTADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PALETIZADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR PALETIZADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO LLEN-CERRADORA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO ESTERILIZADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,PRENSA,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,PRECALENTADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ESTERILIZADOR,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA PAL/DEPAL WALLON,76
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR MASS CONVEYOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENT ENV PALETIZADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO EMBAL-ETIQ,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR LLENADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,PRENSA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ETIQUETADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,DETECTOR GAMMA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE CAJAS MARSH,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PRECALENTADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR MASS CONVEYOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENT ENV PALETIZADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO LLEN-CERRADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO EMBAL-ETIQ,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,PRENSA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ETIQUETADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ESTERILIZADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ENGOMADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE CAJAS MARSH,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PRECALENTADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR PALETIZADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTADOR ENVASES VACIO,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO LLEN-CERRADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO ESTERILIZADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,PALETIZADOR WALLON,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ENGOMADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA PAL/DEPAL WALLON,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,CERRADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,VAC TRAC ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR SALIDA ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR LLENADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,PRECALENTADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,PALETIZADOR WALLON,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,Llenado Y Embalado / Baby 6 - FLE,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,EMBALADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE ENVASE LLENO,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO ETIQUETADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,VAC TRAC ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA EMBALADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR CERRADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA CERRADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTACION INGRESO EMBALADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,LLENADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,Llenado Y Embalado / Baby 6 - FLE,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA CERRADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PALETIZADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA EMBALADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR CERRADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,LLENADORA,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ENFRIADOR,246
18/9/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA CERRADORA,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,BBA DE RECUPERO LLENADORA,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PALETIZADOR,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR SALIDA ENFRIADOR,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,PRECALENTADOR,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,ESTERILIZADOR,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,EMBALADORA,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE ENVASE LLENO,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,BBA DE RECUPERO LLENADORA,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO ETIQUETADORA,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR PALETIZADOR,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA CERRADORA,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTADOR ENVASES VACIO,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTACION INGRESO EMBALADORA,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO ESTERILIZADOR,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA PAL/DEPAL WALLON,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,DETECTOR GAMMA,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,CERRADORA,246
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,VAC TRAC ENFRIADOR,354
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA EMBALADORA,354
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR CERRADORA,354
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA CERRADORA,354
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTACION INGRESO EMBALADORA,354
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,LLENADORA,354
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,Llenado Y Embalado / Baby 6 - FLE,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ENFRIADOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA CERRADORA,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PALETIZADOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR PALETIZADOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR ENFRIADOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTADOR ENVASES VACIO,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO LLEN-CERRADORA,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO ESTERILIZADOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,PALETIZADOR WALLON,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ENGOMADORA,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA PAL/DEPAL WALLON,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,CERRADORA,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR SALIDA ENFRIADOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,PRECALENTADOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ESTERILIZADOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,EMBALADORA,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE ENVASE LLENO,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,BBA DE RECUPERO LLENADORA,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO ETIQUETADORA,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR MASS CONVEYOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENT ENV PALETIZADOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO EMBAL-ETIQ,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR LLENADORA,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR ENFRIADOR,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,PRENSA,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ETIQUETADORA,354
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA ENFRIADOR,354
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,DETECTOR GAMMA,354
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE CAJAS MARSH,354
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PRECALENTADOR,354
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR PALETIZADOR,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR ENFRIADOR,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO LLEN-CERRADORA,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO ESTERILIZADOR,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,PRENSA,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,PRECALENTADOR,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,PALETIZADOR WALLON,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,ESTERILIZADOR,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,ENGOMADORA,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA PAL/DEPAL WALLON,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,VAC TRAC ENFRIADOR,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR PALETIZADOR,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA CERRADORA,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTACION INGRESO EMBALADORA,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO ESTERILIZADOR,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,PRECALENTADOR,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,Llenado Y Embalado / Baby 6 - FLE,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA PAL/DEPAL WALLON,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,VAC TRAC ENFRIADOR,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA EMBALADORA,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR CERRADORA,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR LLENADORA,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR ENFRIADOR,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,LLENADORA,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,Llenado Y Embalado / Baby 6 - FLE,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,ETIQUETADORA,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,ENFRIADOR,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,EMBALADORA,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA CERRADORA,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PRECALENTADOR,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PALETIZADOR,131
2/6/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENT ENV PALETIZADOR,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,PRENSA,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ESTERILIZADOR,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA ENFRIADOR,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE CAJAS MARSH,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,BBA DE RECUPERO LLENADORA,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO ETIQUETADORA,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR MASS CONVEYOR,131
4/11/2019,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA CERRADORA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTACION INGRESO EMBALADORA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENT ENV PALETIZADOR,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO EMBAL-ETIQ,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA ENFRIADOR,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,DETECTOR GAMMA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE CAJAS MARSH,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA EMBALADORA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR ENFRIADOR,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,TRANSP SALIDA ELEVADOR CERRADORA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,TABLERO AUTOMATISMO LLEN-CERRADORA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,SOPLADOR ENFRIADOR,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,LLENADORA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,ETIQUETADORA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,ENGOMADORA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,ENFRIADOR,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,ELEVADOR SALIDA CERRADORA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,CERRADORA,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,BAJADOR MAGNETICO PALETIZADOR,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,TRANSPORTADOR SALIDA ENFRIADOR,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,TRANSP ALIMENTADOR ENVASES VACIO,131
29/11/2018,Derivados,Envasado RTD,Linea Baby 6,CODIFICADOR DE ENVASE LLENO,131
