FechaProgramacion,Fabrica,Seccion,Linea,Equipo,TiempoPNP
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA ENFRIADOR,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENT CAJAS PALETIZADO,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PAL/DEPAL WALLON,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,CERRADORA,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC PRECALENTADOR,67
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC ENFRIADOR,67
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA PRECALENTADOR,67
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA ENFRIADOR,67
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA EMBALADORA,67
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA CERRADORA,67
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP MASS CONVEYOR,67
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENTADOR ENVASES VACIO,67
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENT CAJAS PALETIZADO,67
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,PRECALENTADOR,67
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,LLENADORA,67
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PAL/DEPAL WALLON,67
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC PRECALENTADOR,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA CERRADORA,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO EMBAL-ETIQ,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR ENFRIADOR,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,PRENSA,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,PRECALENTADOR,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ESTERILIZADOR,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE ENVASE LLENO,124
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,BBA DE RECUPERO LLENADORA,124
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC PRECALENTADOR,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC ENFRIADOR,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA CERRADORA,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP RODILLO PALETAS,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP MASS CONVEYOR,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENTADOR ENVASES VACIO,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO EMBAL-ETIQ,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR ENFRIADOR,30
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,PRECALENTADOR,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,LLENADORA,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ESTERILIZADOR,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,EMBALADORA,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE ENVASE LLENO,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP CABLE ELEVADO ENFRIADOR,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO LLEN-CERRADORA,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO ESTERILIZADOR,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR LLENADORA,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ROBOT PALETIZADOR KUKA,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,PRENSA,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,PALETIZADOR WALLON,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,Llenado Y Embalado / Baby 1 - FLE,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ETIQUETADORA,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ESPIRAL INGRESO ETIQUETADORA,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ENGOMADORA,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PRECALENTADOR,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA ENFRIADOR,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE CAJAS MARSH,30
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO ESTERILIZADOR,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ROBOT PALETIZADOR KUKA,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,Llenado Y Embalado / Baby 1 - FLE,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ENGOMADORA,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ENFRIADOR,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR PALETAS,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,DETECTOR GAMMA,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,CERRADORA,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP RODILLO PALETAS,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP CABLE ELEVADO ENFRIADOR,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO LLEN-CERRADORA,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR LLENADORA,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,PALETIZADOR WALLON,124
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ETIQUETADORA,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ESPIRAL INGRESO ETIQUETADORA,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,EMBALADORA,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PRECALENTADOR,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA ENFRIADOR,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE CAJAS MARSH,124
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC PRECALENTADOR,53
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC ENFRIADOR,53
17/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA PRECALENTADOR,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA ENFRIADOR,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA CERRADORA,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP MASS CONVEYOR,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENTADOR ENVASES VACIO,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENT CAJAS PALETIZADO,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,PRECALENTADOR,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,LLENADORA,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PAL/DEPAL WALLON,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA EMBALADORA,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP CABLE ELEVADO ENFRIADOR,53
29/9/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO ESTERILIZADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ROBOT PALETIZADOR KUKA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,Llenado Y Embalado / Baby 1 - FLE,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ETIQUETADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ESPIRAL INGRESO ETIQUETADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ENGOMADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ENFRIADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA CERRADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR PALETAS,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,DETECTOR GAMMA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,CERRADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP RODILLO PALETAS,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP CABLE ELEVADO ENFRIADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO LLEN-CERRADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR LLENADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,PALETIZADOR WALLON,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ETIQUETADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ESPIRAL INGRESO ETIQUETADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ENGOMADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,EMBALADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PRECALENTADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA ENFRIADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE CAJAS MARSH,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO EMBAL-ETIQ,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,PRENSA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ESTERILIZADOR,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA ENFRIADOR,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE CAJAS MARSH,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,BBA DE RECUPERO LLENADORA,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP RODILLO PALETAS,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO LLEN-CERRADORA,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR LLENADORA,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR ENFRIADOR,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,PALETIZADOR WALLON,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,EMBALADORA,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PRECALENTADOR,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE ENVASE LLENO,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO ESTERILIZADOR,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ROBOT PALETIZADOR KUKA,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,Llenado Y Embalado / Baby 1 - FLE,53
31/1/2019,Envases,Envasado Evaporada,Linea Baby 1,ENFRIADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR PALETAS,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,DETECTOR GAMMA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,CERRADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC PRECALENTADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA CERRADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO EMBAL-ETIQ,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR ENFRIADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,PRENSA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,PRECALENTADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ESTERILIZADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE ENVASE LLENO,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,BBA DE RECUPERO LLENADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC ENFRIADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA PRECALENTADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA ENFRIADOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA EMBALADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP MASS CONVEYOR,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENTADOR ENVASES VACIO,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENT CAJAS PALETIZADO,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,LLENADORA,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PAL/DEPAL WALLON,53
13/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA CERRADORA,53
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO EMBAL-ETIQ,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR ENFRIADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ENFRIADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA CERRADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR PALETAS,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,DETECTOR GAMMA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE ENVASE LLENO,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,CERRADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,BBA DE RECUPERO LLENADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC ENFRIADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA PRECALENTADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA EMBALADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP RODILLO PALETAS,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP MASS CONVEYOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP CABLE ELEVADO ENFRIADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENTADOR ENVASES VACIO,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO LLEN-CERRADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR LLENADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,PALETIZADOR WALLON,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,LLENADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,EMBALADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA ENFRIADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENT CAJAS PALETIZADO,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PRECALENTADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PAL/DEPAL WALLON,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE CAJAS MARSH,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC PRECALENTADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA CERRADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO ESTERILIZADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ROBOT PALETIZADOR KUKA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,PRENSA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,PRECALENTADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,Llenado Y Embalado / Baby 1 - FLE,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ETIQUETADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ESTERILIZADOR,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ESPIRAL INGRESO ETIQUETADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ENGOMADORA,45
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA ENFRIADOR,45
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA EMBALADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO EMBAL-ETIQ,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ENFRIADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA CERRADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR PALETAS,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,DETECTOR GAMMA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,CERRADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,BBA DE RECUPERO LLENADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC PRECALENTADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC ENFRIADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA PRECALENTADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA CERRADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP RODILLO PALETAS,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP MASS CONVEYOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENTADOR ENVASES VACIO,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO LLEN-CERRADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR LLENADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR ENFRIADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,PRECALENTADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,PALETIZADOR WALLON,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,LLENADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,EMBALADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE ENVASE LLENO,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA ENFRIADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENT CAJAS PALETIZADO,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PRECALENTADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PAL/DEPAL WALLON,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP CABLE ELEVADO ENFRIADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO ESTERILIZADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ROBOT PALETIZADOR KUKA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,PRENSA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,Llenado Y Embalado / Baby 1 - FLE,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ETIQUETADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ESTERILIZADOR,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ESPIRAL INGRESO ETIQUETADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ENGOMADORA,73
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA ENFRIADOR,73
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE CAJAS MARSH,73
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC PRECALENTADOR,49
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC ENFRIADOR,49
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA PRECALENTADOR,49
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA ENFRIADOR,49
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA EMBALADORA,49
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA CERRADORA,49
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP MASS CONVEYOR,49
18/8/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENTADOR ENVASES VACIO,49
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP ALIMENT CAJAS PALETIZADO,49
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,PRECALENTADOR,49
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,LLENADORA,49
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PAL/DEPAL WALLON,49
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TRANSP RODILLO PALETAS,150
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO LLEN-CERRADORA,150
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO EMBAL-ETIQ,150
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR LLENADORA,150
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR ENFRIADOR,150
11/11/2018,Envases,Envasado Evaporada,Linea Baby 1,PALETIZADOR WALLON,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,EMBALADORA,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE ENVASE LLENO,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,CERRADORA,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO EMBAL-ETIQ,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,PRENSA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ESTERILIZADOR,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA ENFRIADOR,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE CAJAS MARSH,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,BBA DE RECUPERO LLENADORA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA EMBALADORA,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP CABLE ELEVADO ENFRIADOR,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO ESTERILIZADOR,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ROBOT PALETIZADOR KUKA,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,Llenado Y Embalado / Baby 1 - FLE,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ETIQUETADORA,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ESPIRAL INGRESO ETIQUETADORA,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ENGOMADORA,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ENFRIADOR,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA CERRADORA,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR PALETAS,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,DETECTOR GAMMA,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP CABLE ELEVADO ENFRIADOR,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO ESTERILIZADOR,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ROBOT PALETIZADOR KUKA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,Llenado Y Embalado / Baby 1 - FLE,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ETIQUETADORA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ESPIRAL INGRESO ETIQUETADORA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ENGOMADORA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ENFRIADOR,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA CERRADORA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR PALETAS,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,DETECTOR GAMMA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,CERRADORA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP RODILLO PALETAS,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TABLERO AUTOMATISMO LLEN-CERRADORA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR LLENADORA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,SOPLADOR ENFRIADOR,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,PALETIZADOR WALLON,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,EMBALADORA,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,ELEVADOR SALIDA PRECALENTADOR,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,CODIFICADOR DE ENVASE LLENO,49
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC PRECALENTADOR,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,VAC TRAC ENFRIADOR,150
12/12/2019,Envases,Envasado Evaporada,Linea Baby 1,TRANSP SALIDA PRECALENTADOR,150
